,centro,comunidad,especialidad,localidad,plazas
2564,UDMTRAB DE LA COMUNIDAD AUTÓNOMA LA RIOJA,LA RIOJA,MEDICINA DEL TRABAJO,LOGROÑO,1
2565,C.H. DE NAVARRA,NAVARRA,ALERGOLOGÍA,PAMPLONA,1
2566,C.H. DE NAVARRA,NAVARRA,ANÁLISIS CLÍNICOS,PAMPLONA,1
2567,C.H. DE NAVARRA,NAVARRA,ANATOMÍA PATOLÓGICA,PAMPLONA,2
2568,C.H. DE NAVARRA,NAVARRA,ANESTESIOLOGÍA Y REANIMACIÓN,PAMPLONA,4
2569,C.H. DE NAVARRA,NAVARRA,APARATO DIGESTIVO,PAMPLONA,3
2570,C.H. DE NAVARRA,NAVARRA,CARDIOLOGÍA,PAMPLONA,2
2571,C.H. DE NAVARRA,NAVARRA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,PAMPLONA,2
2572,C.H. DE NAVARRA,NAVARRA,CIRUGÍA ORAL Y MAXILOFACIAL,PAMPLONA,1
2573,C.H. DE NAVARRA,NAVARRA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,PAMPLONA,3
2574,C.H. DE NAVARRA,NAVARRA,CIRUGÍA PEDIÁTRICA,PAMPLONA,1
2575,C.H. DE NAVARRA,NAVARRA,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,PAMPLONA,1
2576,C.H. DE NAVARRA,NAVARRA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,PAMPLONA,1
2577,C.H. DE NAVARRA,NAVARRA,ENDOCRINOLOGÍA Y NUTRICIÓN,PAMPLONA,1
2578,C.H. DE NAVARRA,NAVARRA,HEMATOLOGÍA Y HEMOTERAPIA,PAMPLONA,2
2579,C.H. DE NAVARRA,NAVARRA,MEDICINA FÍSICA Y REHABILITACIÓN,PAMPLONA,2
2580,C.H. DE NAVARRA,NAVARRA,MEDICINA INTENSIVA,PAMPLONA,2
2581,C.H. DE NAVARRA,NAVARRA,MEDICINA INTERNA,PAMPLONA,4
2582,C.H. DE NAVARRA,NAVARRA,MEDICINA NUCLEAR,PAMPLONA,1
2583,C.H. DE NAVARRA,NAVARRA,NEUMOLOGÍA,PAMPLONA,1
2584,C.H. DE NAVARRA,NAVARRA,NEUROLOGÍA,PAMPLONA,2
2585,C.H. DE NAVARRA,NAVARRA,OBSTETRICIA Y GINECOLOGÍA,PAMPLONA,2
2586,C.H. DE NAVARRA,NAVARRA,OFTALMOLOGÍA,PAMPLONA,2
2587,C.H. DE NAVARRA,NAVARRA,ONCOLOGÍA MÉDICA,PAMPLONA,1
2588,C.H. DE NAVARRA,NAVARRA,ONCOLOGÍA RADIOTERÁPICA,PAMPLONA,1
2589,C.H. DE NAVARRA,NAVARRA,OTORRINOLARINGOLOGÍA,PAMPLONA,1
2590,C.H. DE NAVARRA,NAVARRA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,PAMPLONA,4
2591,C.H. DE NAVARRA,NAVARRA,RADIODIAGNÓSTICO,PAMPLONA,2
2592,C.H. DE NAVARRA,NAVARRA,REUMATOLOGÍA,PAMPLONA,1
2593,C.H. DE NAVARRA,NAVARRA,UROLOGÍA,PAMPLONA,1
2594,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,ALERGOLOGÍA,PAMPLONA,1
2595,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,ANATOMÍA PATOLÓGICA,PAMPLONA,1
2596,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,ANESTESIOLOGÍA Y REANIMACIÓN,PAMPLONA,2
2597,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,APARATO DIGESTIVO,PAMPLONA,1
2598,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,CARDIOLOGÍA,PAMPLONA,2
2599,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,PAMPLONA,1
2600,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,PAMPLONA,2
2601,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,PAMPLONA,1
2602,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,PAMPLONA,1
2603,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,ENDOCRINOLOGÍA Y NUTRICIÓN,PAMPLONA,1
2604,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,HEMATOLOGÍA Y HEMOTERAPIA,PAMPLONA,1
2605,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,MEDICINA INTERNA,PAMPLONA,2
2606,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,MEDICINA NUCLEAR,PAMPLONA,1
2607,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,NEFROLOGÍA,PAMPLONA,1
2608,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,NEUMOLOGÍA,PAMPLONA,1
2609,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,NEUROCIRUGÍA,PAMPLONA,1
2610,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,NEUROFISIOLOGÍA CLÍNICA,PAMPLONA,1
2611,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,NEUROLOGÍA,PAMPLONA,1
2612,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,OBSTETRICIA Y GINECOLOGÍA,PAMPLONA,1
2613,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,OFTALMOLOGÍA,PAMPLONA,1
2614,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,ONCOLOGÍA MÉDICA,PAMPLONA,2
2615,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,ONCOLOGÍA RADIOTERÁPICA,PAMPLONA,1
2616,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,OTORRINOLARINGOLOGÍA,PAMPLONA,1
2617,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,PEDIATRÍA Y ÁREAS ESPECÍFICAS,PAMPLONA,2
2618,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,PSIQUIATRÍA,PAMPLONA,2
2619,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,RADIODIAGNÓSTICO,PAMPLONA,2
2620,CLÍNICA UNIVERSIDAD DE NAVARRA,NAVARRA,UROLOGÍA,PAMPLONA,1
2621,UDM GERIATRÍA C.H. DE NAVARRA,NAVARRA,GERIATRÍA,PAMPLONA,2
2622,UDM SALUD MENTAL DE NAVARRA,NAVARRA,PSIQUIATRÍA,PAMPLONA,3
2623,UDMFYC NAVARRA-ZONA PAMPLONA-ESTELLA,NAVARRA,MEDICINA FAMILIAR Y COMUNITARIA,IRUÑA - PAMPLONA,22
2624,UDMFYC NAVARRA-ZONA TUDELA,NAVARRA,MEDICINA FAMILIAR Y COMUNITARIA,IRUÑA - PAMPLONA,8
2625,UDMPYSP DE NAVARRA,NAVARRA,MEDICINA PREVENTIVA Y SALUD PÚBLICA,PAMPLONA,1
2626,UDMTRAB DE LA COMUNIDAD FORAL DE NAVARRA,NAVARRA,MEDICINA DEL TRABAJO,PAMPLONA,2
2627,FUNDACIÓN ONKOLOGIKOA FUNDAZIOA,PAIS VASCO,MEDICINA NUCLEAR,DONOSTIA-SAN SEBASTIÁN,1
2628,FUNDACIÓN ONKOLOGIKOA FUNDAZIOA,PAIS VASCO,ONCOLOGÍA MÉDICA,DONOSTIA-SAN SEBASTIÁN,1
2629,FUNDACIÓN ONKOLOGIKOA FUNDAZIOA,PAIS VASCO,ONCOLOGÍA RADIOTERÁPICA,DONOSTIA-SAN SEBASTIÁN,1
2630,H. GALDAKAO-USANSOLO,PAIS VASCO,ANESTESIOLOGÍA Y REANIMACIÓN,GALDAKAO,3
2631,H. GALDAKAO-USANSOLO,PAIS VASCO,ANGIOLOGÍA Y CIRUGÍA VASCULAR,GALDAKAO,1
2632,H. GALDAKAO-USANSOLO,PAIS VASCO,APARATO DIGESTIVO,GALDAKAO,1
2633,H. GALDAKAO-USANSOLO,PAIS VASCO,CARDIOLOGÍA,GALDAKAO,1
2634,H. GALDAKAO-USANSOLO,PAIS VASCO,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,GALDAKAO,1
2635,H. GALDAKAO-USANSOLO,PAIS VASCO,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,GALDAKAO,2
2636,H. GALDAKAO-USANSOLO,PAIS VASCO,MEDICINA INTENSIVA,GALDAKAO,1
2637,H. GALDAKAO-USANSOLO,PAIS VASCO,MEDICINA INTERNA,GALDAKAO,1
2638,H. GALDAKAO-USANSOLO,PAIS VASCO,NEFROLOGÍA,GALDAKAO,1
2639,H. GALDAKAO-USANSOLO,PAIS VASCO,NEUMOLOGÍA,GALDAKAO,1
2640,H. GALDAKAO-USANSOLO,PAIS VASCO,NEUROLOGÍA,GALDAKAO,1
2641,H. GALDAKAO-USANSOLO,PAIS VASCO,OFTALMOLOGÍA,GALDAKAO,2
2642,H. GALDAKAO-USANSOLO,PAIS VASCO,OTORRINOLARINGOLOGÍA,GALDAKAO,1
2643,H. GALDAKAO-USANSOLO,PAIS VASCO,PSIQUIATRÍA,GALDAKAO,2
2644,H. GALDAKAO-USANSOLO,PAIS VASCO,RADIODIAGNÓSTICO,GALDAKAO,1
2645,H. GALDAKAO-USANSOLO,PAIS VASCO,UROLOGÍA,GALDAKAO,1
2646,H. SAN ELOY,PAIS VASCO,OFTALMOLOGÍA,BARAKALDO,1
2647,H. UNIVERSITARIO ARABA,PAIS VASCO,ALERGOLOGÍA,VITORIA-GASTEIZ,1
2648,H. UNIVERSITARIO ARABA,PAIS VASCO,ANATOMÍA PATOLÓGICA,VITORIA-GASTEIZ,2
2649,H. UNIVERSITARIO ARABA,PAIS VASCO,ANESTESIOLOGÍA Y REANIMACIÓN,VITORIA-GASTEIZ,3
2650,H. UNIVERSITARIO ARABA,PAIS VASCO,APARATO DIGESTIVO,VITORIA-GASTEIZ,2
2651,H. UNIVERSITARIO ARABA,PAIS VASCO,CARDIOLOGÍA,VITORIA-GASTEIZ,1
2652,H. UNIVERSITARIO ARABA,PAIS VASCO,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,VITORIA-GASTEIZ,2
2653,H. UNIVERSITARIO ARABA,PAIS VASCO,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,VITORIA-GASTEIZ,2
2654,H. UNIVERSITARIO ARABA,PAIS VASCO,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,VITORIA-GASTEIZ,1
2655,H. UNIVERSITARIO ARABA,PAIS VASCO,ENDOCRINOLOGÍA Y NUTRICIÓN,VITORIA-GASTEIZ,1
2656,H. UNIVERSITARIO ARABA,PAIS VASCO,HEMATOLOGÍA Y HEMOTERAPIA,VITORIA-GASTEIZ,1
2657,H. UNIVERSITARIO ARABA,PAIS VASCO,MEDICINA INTENSIVA,VITORIA-GASTEIZ,2
2658,H. UNIVERSITARIO ARABA,PAIS VASCO,MEDICINA INTERNA,VITORIA-GASTEIZ,3
2659,H. UNIVERSITARIO ARABA,PAIS VASCO,NEUMOLOGÍA,VITORIA-GASTEIZ,2
2660,H. UNIVERSITARIO ARABA,PAIS VASCO,NEUROFISIOLOGÍA CLÍNICA,VITORIA-GASTEIZ,1
2661,H. UNIVERSITARIO ARABA,PAIS VASCO,OBSTETRICIA Y GINECOLOGÍA,VITORIA-GASTEIZ,2
2662,H. UNIVERSITARIO ARABA,PAIS VASCO,OFTALMOLOGÍA,VITORIA-GASTEIZ,1
2663,H. UNIVERSITARIO ARABA,PAIS VASCO,ONCOLOGÍA MÉDICA,VITORIA-GASTEIZ,1
2664,H. UNIVERSITARIO ARABA,PAIS VASCO,PEDIATRÍA Y ÁREAS ESPECÍFICAS,VITORIA-GASTEIZ,3
2665,H. UNIVERSITARIO ARABA,PAIS VASCO,PSIQUIATRÍA,VITORIA-GASTEIZ,2
2666,H. UNIVERSITARIO ARABA,PAIS VASCO,RADIODIAGNÓSTICO,VITORIA-GASTEIZ,1
2667,H. UNIVERSITARIO ARABA,PAIS VASCO,UROLOGÍA,VITORIA-GASTEIZ,1
2668,H. UNIVERSITARIO BASURTO,PAIS VASCO,ALERGOLOGÍA,BILBAO,1
2669,H. UNIVERSITARIO BASURTO,PAIS VASCO,ANATOMÍA PATOLÓGICA,BILBAO,1
2670,H. UNIVERSITARIO BASURTO,PAIS VASCO,ANESTESIOLOGÍA Y REANIMACIÓN,BILBAO,5
2671,H. UNIVERSITARIO BASURTO,PAIS VASCO,APARATO DIGESTIVO,BILBAO,2
2672,H. UNIVERSITARIO BASURTO,PAIS VASCO,CARDIOLOGÍA,BILBAO,3
2673,H. UNIVERSITARIO BASURTO,PAIS VASCO,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,BILBAO,2
2674,H. UNIVERSITARIO BASURTO,PAIS VASCO,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,BILBAO,2
2675,H. UNIVERSITARIO BASURTO,PAIS VASCO,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,BILBAO,1
2676,H. UNIVERSITARIO BASURTO,PAIS VASCO,ENDOCRINOLOGÍA Y NUTRICIÓN,BILBAO,1
2677,H. UNIVERSITARIO BASURTO,PAIS VASCO,HEMATOLOGÍA Y HEMOTERAPIA,BILBAO,1
2678,H. UNIVERSITARIO BASURTO,PAIS VASCO,MEDICINA FÍSICA Y REHABILITACIÓN,BILBAO,1
2679,H. UNIVERSITARIO BASURTO,PAIS VASCO,MEDICINA INTERNA,BILBAO,3
2680,H. UNIVERSITARIO BASURTO,PAIS VASCO,MICROBIOLOGÍA Y PARASITOLOGÍA,BILBAO,1
2681,H. UNIVERSITARIO BASURTO,PAIS VASCO,NEFROLOGÍA,BILBAO,1
2682,H. UNIVERSITARIO BASURTO,PAIS VASCO,NEUMOLOGÍA,BILBAO,1
2683,H. UNIVERSITARIO BASURTO,PAIS VASCO,NEUROCIRUGÍA,BILBAO,1
2684,H. UNIVERSITARIO BASURTO,PAIS VASCO,NEUROLOGÍA,BILBAO,2
2685,H. UNIVERSITARIO BASURTO,PAIS VASCO,OBSTETRICIA Y GINECOLOGÍA,BILBAO,2
2686,H. UNIVERSITARIO BASURTO,PAIS VASCO,OFTALMOLOGÍA,BILBAO,1
2687,H. UNIVERSITARIO BASURTO,PAIS VASCO,ONCOLOGÍA MÉDICA,BILBAO,1
2688,H. UNIVERSITARIO BASURTO,PAIS VASCO,ONCOLOGÍA RADIOTERÁPICA,BILBAO,1
2689,H. UNIVERSITARIO BASURTO,PAIS VASCO,OTORRINOLARINGOLOGÍA,BILBAO,2
2690,H. UNIVERSITARIO BASURTO,PAIS VASCO,PEDIATRÍA Y ÁREAS ESPECÍFICAS,BILBAO,5
2691,H. UNIVERSITARIO BASURTO,PAIS VASCO,PSIQUIATRÍA,BILBAO,2
2692,H. UNIVERSITARIO BASURTO,PAIS VASCO,RADIODIAGNÓSTICO,BILBAO,2
2693,H. UNIVERSITARIO BASURTO,PAIS VASCO,REUMATOLOGÍA,BILBAO,1
2694,H. UNIVERSITARIO BASURTO,PAIS VASCO,UROLOGÍA,BILBAO,1
2695,H. UNIVERSITARIO CRUCES,PAIS VASCO,ALERGOLOGÍA,BARAKALDO,1
2696,H. UNIVERSITARIO CRUCES,PAIS VASCO,ANÁLISIS CLÍNICOS,BARAKALDO,1
2697,H. UNIVERSITARIO CRUCES,PAIS VASCO,ANATOMÍA PATOLÓGICA,BARAKALDO,2
2698,H. UNIVERSITARIO CRUCES,PAIS VASCO,ANESTESIOLOGÍA Y REANIMACIÓN,BARAKALDO,10
2699,H. UNIVERSITARIO CRUCES,PAIS VASCO,ANGIOLOGÍA Y CIRUGÍA VASCULAR,BARAKALDO,1
2700,H. UNIVERSITARIO CRUCES,PAIS VASCO,APARATO DIGESTIVO,BARAKALDO,3
2701,H. UNIVERSITARIO CRUCES,PAIS VASCO,CARDIOLOGÍA,BARAKALDO,2
2702,H. UNIVERSITARIO CRUCES,PAIS VASCO,CIRUGÍA CARDIOVASCULAR,BARAKALDO,1
2703,H. UNIVERSITARIO CRUCES,PAIS VASCO,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,BARAKALDO,2
2704,H. UNIVERSITARIO CRUCES,PAIS VASCO,CIRUGÍA ORAL Y MAXILOFACIAL,BARAKALDO,1
2705,H. UNIVERSITARIO CRUCES,PAIS VASCO,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,BARAKALDO,4
2706,H. UNIVERSITARIO CRUCES,PAIS VASCO,CIRUGÍA PEDIÁTRICA,BARAKALDO,1
2707,H. UNIVERSITARIO CRUCES,PAIS VASCO,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,BARAKALDO,1
2708,H. UNIVERSITARIO CRUCES,PAIS VASCO,CIRUGÍA TORÁCICA,BARAKALDO,1
2709,H. UNIVERSITARIO CRUCES,PAIS VASCO,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,BARAKALDO,2
2710,H. UNIVERSITARIO CRUCES,PAIS VASCO,ENDOCRINOLOGÍA Y NUTRICIÓN,BARAKALDO,2
2711,H. UNIVERSITARIO CRUCES,PAIS VASCO,HEMATOLOGÍA Y HEMOTERAPIA,BARAKALDO,2
2712,H. UNIVERSITARIO CRUCES,PAIS VASCO,MEDICINA FÍSICA Y REHABILITACIÓN,BARAKALDO,2
2713,H. UNIVERSITARIO CRUCES,PAIS VASCO,MEDICINA INTENSIVA,BARAKALDO,2
2714,H. UNIVERSITARIO CRUCES,PAIS VASCO,MEDICINA INTERNA,BARAKALDO,2
2715,H. UNIVERSITARIO CRUCES,PAIS VASCO,MEDICINA NUCLEAR,BARAKALDO,2
2716,H. UNIVERSITARIO CRUCES,PAIS VASCO,MICROBIOLOGÍA Y PARASITOLOGÍA,BARAKALDO,1
2717,H. UNIVERSITARIO CRUCES,PAIS VASCO,NEFROLOGÍA,BARAKALDO,2
2718,H. UNIVERSITARIO CRUCES,PAIS VASCO,NEUMOLOGÍA,BARAKALDO,2
2719,H. UNIVERSITARIO CRUCES,PAIS VASCO,NEUROCIRUGÍA,BARAKALDO,1
2720,H. UNIVERSITARIO CRUCES,PAIS VASCO,NEUROFISIOLOGÍA CLÍNICA,BARAKALDO,2
2721,H. UNIVERSITARIO CRUCES,PAIS VASCO,NEUROLOGÍA,BARAKALDO,2
2722,H. UNIVERSITARIO CRUCES,PAIS VASCO,OBSTETRICIA Y GINECOLOGÍA,BARAKALDO,4
2723,H. UNIVERSITARIO CRUCES,PAIS VASCO,OFTALMOLOGÍA,BARAKALDO,2
2724,H. UNIVERSITARIO CRUCES,PAIS VASCO,ONCOLOGÍA MÉDICA,BARAKALDO,2
2725,H. UNIVERSITARIO CRUCES,PAIS VASCO,ONCOLOGÍA RADIOTERÁPICA,BARAKALDO,1
2726,H. UNIVERSITARIO CRUCES,PAIS VASCO,OTORRINOLARINGOLOGÍA,BARAKALDO,1
2727,H. UNIVERSITARIO CRUCES,PAIS VASCO,PSIQUIATRÍA,BARAKALDO,1
2728,H. UNIVERSITARIO CRUCES,PAIS VASCO,RADIODIAGNÓSTICO,BARAKALDO,3
2729,H. UNIVERSITARIO CRUCES,PAIS VASCO,REUMATOLOGÍA,BARAKALDO,1
2730,H. UNIVERSITARIO CRUCES,PAIS VASCO,UROLOGÍA,BARAKALDO,2
2731,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,ANATOMÍA PATOLÓGICA,DONOSTIA-SAN SEBASTIÁN,1
2732,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,ANESTESIOLOGÍA Y REANIMACIÓN,DONOSTIA-SAN SEBASTIÁN,3
2733,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,ANGIOLOGÍA Y CIRUGÍA VASCULAR,DONOSTIA-SAN SEBASTIÁN,1
2734,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,APARATO DIGESTIVO,DONOSTIA-SAN SEBASTIÁN,2
2735,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,CARDIOLOGÍA,DONOSTIA-SAN SEBASTIÁN,1
2736,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,CIRUGÍA GRAL. Y DEL A. DIGESTIVO,DONOSTIA-SAN SEBASTIÁN,3
2737,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,CIRUGÍA ORTOPÉDICA Y TRAUMATOLOGÍA,DONOSTIA-SAN SEBASTIÁN,2
2738,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,CIRUGÍA PEDIÁTRICA,DONOSTIA-SAN SEBASTIÁN,1
2739,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,CIRUGÍA PLÁSTICA ESTÉTICA Y REPARADORA,DONOSTIA-SAN SEBASTIÁN,1
2740,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,CIRUGÍA TORÁCICA,DONOSTIA-SAN SEBASTIÁN,1
2741,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,DERMATOLOGÍA MÉDICO-QUIRÚRGICA Y V.,DONOSTIA-SAN SEBASTIÁN,1
2742,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,ENDOCRINOLOGÍA Y NUTRICIÓN,DONOSTIA-SAN SEBASTIÁN,1
2743,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,HEMATOLOGÍA Y HEMOTERAPIA,DONOSTIA-SAN SEBASTIÁN,2
2744,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,INMUNOLOGÍA,DONOSTIA-SAN SEBASTIÁN,1
2745,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,MEDICINA FÍSICA Y REHABILITACIÓN,DONOSTIA-SAN SEBASTIÁN,1
2746,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,MEDICINA INTENSIVA,DONOSTIA-SAN SEBASTIÁN,2
2747,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,MEDICINA INTERNA,DONOSTIA-SAN SEBASTIÁN,4
2748,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,NEFROLOGÍA,DONOSTIA-SAN SEBASTIÁN,1
2749,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,NEUMOLOGÍA,DONOSTIA-SAN SEBASTIÁN,1
2750,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,NEUROCIRUGÍA,DONOSTIA-SAN SEBASTIÁN,1
2751,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,NEUROLOGÍA,DONOSTIA-SAN SEBASTIÁN,1
2752,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,OBSTETRICIA Y GINECOLOGÍA,DONOSTIA-SAN SEBASTIÁN,3
2753,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,OFTALMOLOGÍA,DONOSTIA-SAN SEBASTIÁN,2
2754,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,ONCOLOGÍA MÉDICA,DONOSTIA-SAN SEBASTIÁN,1
2755,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,ONCOLOGÍA RADIOTERÁPICA,DONOSTIA-SAN SEBASTIÁN,1
2756,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,OTORRINOLARINGOLOGÍA,DONOSTIA-SAN SEBASTIÁN,1
2757,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,PEDIATRÍA Y ÁREAS ESPECÍFICAS,DONOSTIA-SAN SEBASTIÁN,6
2758,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,PSIQUIATRÍA,DONOSTIA-SAN SEBASTIÁN,2
2759,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,RADIODIAGNÓSTICO,DONOSTIA-SAN SEBASTIÁN,3
2760,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,REUMATOLOGÍA,DONOSTIA-SAN SEBASTIÁN,1
2761,H. UNIVERSITARIO DONOSTIA,PAIS VASCO,UROLOGÍA,DONOSTIA-SAN SEBASTIÁN,1
2762,UDM AFYC DE BIZKAIA. H. SAN ELOY,PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,BILBAO,5
2763,UDM AFYC DE ARABA. H.UNIVERSITARIO ARABA,PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,VITORIA-GASTEIZ,16
2764,UDM AFYC DE ARABA. OSI ALTO DEBA (EN LA PROVINCIA DE GIPUZKOA),PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,VITORIA-GASTEIZ,4
2765,UDM AFYC DE BIZKAIA. H. GALDAKAO-USANSOLO,PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,BILBAO,12
2766,UDM AFYC DE BIZKAIA. H. UNIVERSITARIO DE CRUCES,PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,BILBAO,20
2767,UDM AFYC DE BIZKAIA. H.UNIVERSITARIO DE BASURTO,PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,BILBAO,9
2768,UDM AFYC DE GIPUZKOA. H. UNIVERSITARIO DONOSTIA,PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,SAN SEBASTIÁN,21
2769,UDM AFYC DE GIPUZKOA. OSI BIDASOA,PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,SAN SEBASTIÁN,5
2770,UDM AFYC DE GIPUZKOA. OSI GOIERRI-ALTO UROLA,PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,SAN SEBASTIÁN,6
2771,UDM AFYC DE GUIPUZKOA. OSI BAJO DEBA,PAIS VASCO,MEDICINA FAMILIAR Y COMUNITARIA,SAN SEBASTIÁN,5
2772,UDM PEDIATRÍA DEL H. UNIVERSITARIO CRUCES,PAIS VASCO,PEDIATRÍA Y ÁREAS ESPECÍFICAS,BARAKALDO,10
2773,UDM RED SALUD MENTAL DE BIZKAIA,PAIS VASCO,PSIQUIATRÍA,ZAMUDIO,3
2774,UDMPYSP DE EUSKADI,PAIS VASCO,MEDICINA PREVENTIVA Y SALUD PÚBLICA,BARAKALDO,2
2775,UDMTRAB DE EUSKADI (H. GALDAKAO-USANSOLO),PAIS VASCO,MEDICINA DEL TRABAJO,VITORIA-GASTEIZ,2
2776,UDMTRAB DE EUSKADI (H. UNIVERSITARIO BASURTO),PAIS VASCO,MEDICINA DEL TRABAJO,VITORIA-GASTEIZ,2
2777,UDMTRAB DE EUSKADI (H. UNIVERSITARIO CRUCES),PAIS VASCO,MEDICINA DEL TRABAJO,VITORIA-GASTEIZ,2
2778,UDMTRAB DE EUSKADI (H. UNIVERSITARIO DONOSTIA),PAIS VASCO,MEDICINA DEL TRABAJO,VITORIA-GASTEIZ,1
2779,UDMTRAB DE EUSKADI (H.UNIVERSITARIO ARABA),PAIS VASCO,MEDICINA DEL TRABAJO,VITORIA-GASTEIZ,1
2780,FUNDACION HOSPITAL DE JOVE,ASTURIAS,MEDICINA INTERNA,GIJÓN,1
2781,H. UNIVERSITARIO CENTRAL DE ASTURIAS,ASTURIAS,ALERGOLOGÍA,OVIEDO,1
2782,H. UNIVERSITARIO CENTRAL DE ASTURIAS,ASTURIAS,ANATOMÍA PATOLÓGICA,OVIEDO,2
2783,H. UNIVERSITARIO CENTRAL DE ASTURIAS,ASTURIAS,ANESTESIOLOGÍA Y REANIMACIÓN,OVIEDO,4
2784,H. UNIVERSITARIO CENTRAL DE ASTURIAS,ASTURIAS,ANGIOLOGÍA Y CIRUGÍA VASCULAR,OVIEDO,1
